Gene.symbol	t-score	FoldChange	pvalue	FDR
ANKRD23	-0.2340356	0.992170398	0.816	0.984
ANKRD26	0.5830819	1.031307051	0.562	0.957
ANKRD27	0.6678432	1.058198817	0.507	0.947
ANKRD28	0.80352	1.049341916	0.425	0.928
ANKRD29	0.1868352	1.006284991	0.853	0.988
ANKRD30A	0.4134871	1.011000927	0.681	0.972
ANKRD30B	0.2001347	1.004632345	0.842	0.987
ANKRD31	-0.2551968	0.990612987	0.8	0.982
ANKRD33	-0.9167211	0.973038605	0.364	0.915
ANKRD34A	-1.0573396	0.951183115	0.295	0.896
ANKRD37	-0.4360447	0.981040023	0.665	0.97
ANKRD40	-0.3169611	0.98663783	0.753	0.98
ANKRD44	-2.750156	0.838747031	0.00822	0.335
ANKRD45	0.669814	1.019105472	0.506	0.947
ANKRD50	-0.6642756	0.945909457	0.51	0.947
ANKRD53	-0.1603382	0.991791063	0.873	0.99
ANKRD54	-1.2501457	0.942218772	0.217	0.877
ANKRD55	0.0965702	1.015256012	0.923	0.997
ANKRD65	-0.8840027	0.97569477	0.381	0.918
ANKRD9	0.6187026	1.088632	0.539	0.951
ANKS1B	0.1486609	1.002832307	0.882	0.992
ANKS4B	-0.0598732	0.997398626	0.952	0.998
ANKS6	-0.5272936	0.985268241	0.6	0.963
ANKZF1	-1.4180459	0.918678079	0.162	0.848
ANLN	1.1204996	1.034752583	0.268	0.889
ANO1	-1.0502861	0.973630306	0.299	0.896
ANO2	-1.4274055	0.952981366	0.16	0.846
ANO3	-1.4427882	0.959170498	0.155	0.846
ANO4	0.5152637	1.014353918	0.609	0.964
ANO5	2.7441363	1.247895339	0.00835	0.335
ANO6	2.0427838	1.139638061	0.0463	0.645
ANO7	0.2586425	1.012567728	0.797	0.982
ANO8	-0.3002781	0.986306632	0.765	0.98
ANO9	-0.712399	0.953892643	0.479	0.943
ANOS1	-0.1366863	0.963976111	0.892	0.993
ANP32A	-1.5787871	0.797703841	0.121	0.807
ANP32D	0.5987914	1.019396899	0.552	0.954
ANPEP	-0.48275	0.920287846	0.631	0.965
ANTXR1	-0.0264883	0.999131351	0.979	0.998
ANTXR2	-0.0619568	0.995140449	0.951	0.998
ANXA1	0.1476873	1.015642231	0.883	0.992
ANXA10	0.2267704	1.009006417	0.822	0.984
ANXA11	-0.8349027	0.952373412	0.408	0.923
ANXA13	-0.1913194	0.99184932	0.849	0.987
ANXA2	2.6778317	1.213149593	0.00994	0.362
ANXA2R	-0.9484644	0.94640351	0.347	0.912
ANXA3	-1.8754479	0.632229255	0.0665	0.714
ANXA4	2.1493048	1.308572194	0.0364	0.607
ANXA5	1.163409	1.134450657	0.25	0.883
ANXA6	-1.0333265	0.936770721	0.306	0.899
ANXA7	-1.6845875	0.934167902	0.0982	0.777
ANXA9	1.4495876	1.143210657	0.153	0.844
AOAH	0.8342553	1.041195196	0.408	0.923
AOC1	-1.0548998	0.968242724	0.296	0.896
AOC2	-0.2947277	0.987979903	0.769	0.98
AOC3	-1.1635754	0.952611084	0.25	0.883
AOX1	-0.80596	0.965913076	0.424	0.928
AP1AR	0.6325117	1.064487405	0.53	0.95
AP1B1	0.0752225	1.004083716	0.94	0.998
AP1G1	-1.2566034	0.893253291	0.215	0.877
AP1G2	-0.5387195	0.969102473	0.592	0.962
AP1G2	-0.2517347	0.989479621	0.802	0.982
AP1M1	0.0768875	1.005891223	0.939	0.998
AP1M2	0.0155584	1.000651029	0.988	0.999
AP1S2	0.7823851	1.048498785	0.438	0.932
AP1S3	-1.0435812	0.975044528	0.302	0.898
AP2A1	0.1297136	1.006433431	0.897	0.994
AP2A2	-0.4566811	0.970911289	0.65	0.966
AP2B1	1.4936483	1.15796932	0.141	0.831
AP2M1	0.0324507	1.002280965	0.974	0.998
AP2S1	-0.476556	0.961517426	0.636	0.965
AP3B1	-0.0364187	0.998563155	0.971	0.998
AP3B2	-0.0591031	0.997593445	0.953	0.998
AP3D1	0.5778419	1.037312698	0.566	0.959
AP3M1	-0.8734362	0.951851085	0.387	0.919
AP3S2	0.9950594	1.057459529	0.324	0.902
AP4B1	-0.5781652	0.978877776	0.566	0.959
AP4E1	0.0439336	1.002212245	0.965	0.998
AP4M1	-0.4360808	0.976985557	0.665	0.97
AP4S1	-0.3734232	0.987624903	0.71	0.976
AP5B1	0.8988025	1.098706045	0.373	0.916
AP5S1	-0.2284558	0.987289001	0.82	0.984
AP5Z1	1.2815965	1.075313374	0.206	0.875
APAF1	1.0938042	1.067369188	0.279	0.891
APBA2	-0.9847808	0.919981516	0.329	0.905
APBA3	1.1066033	1.079916914	0.274	0.889
APBA3	0.5743785	1.0471175	0.568	0.959
APBB1	-1.5856625	0.895503813	0.119	0.806
APBB1IP	-1.5929569	0.929109255	0.117	0.804
APBB2	-1.2598397	0.963879518	0.213	0.877
APC	0.0647012	1.002352052	0.949	0.998
APC2	-0.3244401	0.987903103	0.747	0.979
APCDD1	-0.5722867	0.981400513	0.57	0.96
APCDD1L	-1.2236465	0.946821578	0.227	0.88
APCS	-0.4496376	0.985620303	0.655	0.967
APEH	1.5993653	1.102218708	0.116	0.803
APEX1	-2.667382	0.828772415	0.0102	0.366
APH1A	-1.3842269	0.944363888	0.172	0.856
APH1B	0.3452416	1.021839634	0.731	0.978
API5	-1.0570926	0.936499948	0.295	0.896
APLN	-1.7634278	0.910320692	0.0838	0.753
APLNR	-0.266545	0.98744676	0.791	0.982
APLP1	-0.509425	0.974748463	0.613	0.964
APLP2	0.822736	1.068161907	0.414	0.926
APMAP	-1.3064161	0.920186279	0.197	0.868
APOA1	1.5644372	1.076604634	0.124	0.809
APOA2	0.4802284	1.011311256	0.633	0.965
APOA4	-1.1823138	0.931658593	0.243	0.883
APOA5	-0.558532	0.979465492	0.579	0.962
APOB	-0.1931675	0.99387788	0.848	0.987
APOBEC1	-1.420543	0.954414542	0.162	0.847
APOBEC2	-0.4803491	0.982574607	0.633	0.965
APOBEC3B	0.1704694	1.013986419	0.865	0.99
APOBEC3C	3.2907208	1.225021763	0.00182	0.137
APOBEC4	0.5920169	1.022623284	0.556	0.956
APOBR	0.8392527	1.073125555	0.405	0.923
APOC1	-0.3306242	0.987019437	0.742	0.979
APOC2	0.2667722	1.015494489	0.791	0.982
APOC3	-0.013984	0.999375344	0.989	0.999
APOD	-0.0401545	0.997825947	0.968	0.998
APOF	0.4717204	1.02345832	0.639	0.966
APOH	0.3053837	1.013879607	0.761	0.98
APOL1	2.1900755	1.197870916	0.0331	0.592
APOL2	-0.4108927	0.979657603	0.683	0.972
APOL3	2.0830669	1.177806508	0.0423	0.634
APOL4	-0.0275567	0.998949076	0.978	0.998
APOL5	-0.4209297	0.971060508	0.676	0.972
APOL6	5.1016756	1.492590501	0.00000502	0.00116
APOLD1	-0.9317943	0.945174846	0.356	0.912
APOM	-1.1016451	0.931918587	0.276	0.89
APOO	0.9276874	1.055856468	0.358	0.913
APPBP2	0.7755104	1.078814502	0.442	0.933
APPL1	0.7369939	1.045790732	0.465	0.94
APPL2	-2.6330746	0.823466389	0.0112	0.377
APRT	-1.8198519	0.884195667	0.0747	0.736
APTX	0.919766	1.037942325	0.362	0.914
AQP1	-0.2523766	0.991228332	0.802	0.982
AQP10	0.4235507	1.049418952	0.674	0.972
AQP11	-1.1891122	0.961714929	0.24	0.883
AQP2	-0.3561648	0.98964708	0.723	0.978
AQP3	-0.490703	0.966879797	0.626	0.965
AQP4	-0.0832882	0.998524215	0.934	0.998
AQP5	-1.0302918	0.939672778	0.308	0.899
AQP6	-1.039238	0.956970163	0.304	0.898
AQP8	-0.4608631	0.972588616	0.647	0.966
AQP9	0.0965367	1.017558699	0.923	0.997
AQR	-0.1830669	0.990664253	0.855	0.989
ARAF	0.4017937	1.025716382	0.69	0.972
ARAP1	0.9885828	1.11251019	0.328	0.904
ARAP2	2.2238477	1.198702626	0.0306	0.58
ARC	-0.3715467	0.979272821	0.712	0.977
ARCN1	-2.9169625	0.834172762	0.00524	0.262
AREL1	-0.9220306	0.968600639	0.361	0.914
ARF1	-1.4077973	0.914752108	0.165	0.85
ARF3	0.753327	1.03513649	0.455	0.938
ARF4	0.3723608	1.023718131	0.711	0.977
ARF6	0.7186463	1.033098827	0.476	0.943
ARFGAP1	-0.6594503	0.970910374	0.513	0.947
ARFGAP2	0.0033945	1.00018673	0.997	1
ARFGEF2	-0.8880049	0.937741828	0.379	0.918
ARFIP1	0.2092507	1.024177784	0.835	0.986
ARFIP2	0.0777427	1.005157543	0.938	0.998
ARFRP1	-0.2860866	0.987757678	0.776	0.981
ARG1	-1.9889618	0.702055821	0.0521	0.664
ARG2	1.6994493	1.117894777	0.0953	0.772
ARGLU1	-1.8654142	0.917837502	0.0679	0.718
ARHGAP1	0.67932	1.031341636	0.5	0.946
ARHGAP11A	-0.7014559	0.977317209	0.486	0.944
ARHGAP12	-0.9239846	0.953492199	0.36	0.913
ARHGAP15	-0.7137142	0.967807309	0.479	0.943
ARHGAP17	2.0374134	1.150107822	0.0468	0.646
ARHGAP18	3.3386404	1.483237115	0.00158	0.128
ARHGAP19	0.5051627	1.045254258	0.616	0.964
ARHGAP20	0.3615129	1.010082933	0.719	0.978
ARHGAP23	-1.3891456	0.944919223	0.171	0.853
ARHGAP24	-1.3767917	0.904977764	0.175	0.858
ARHGAP25	0.0584248	1.005089943	0.954	0.998
ARHGAP28	-0.3859618	0.992106209	0.701	0.974
ARHGAP29	0.7524003	1.018099349	0.455	0.938
ARHGAP30	1.0346911	1.090719937	0.306	0.899
ARHGAP32	-0.1141914	0.992104441	0.91	0.996
ARHGAP33	-0.3984356	0.983576929	0.692	0.973
ARHGAP35	-1.7534815	0.961871029	0.0855	0.754
ARHGAP36	0.1241021	1.004235186	0.902	0.995
ARHGAP39	-0.7942861	0.973443601	0.431	0.93
ARHGAP44	-1.3229894	0.967426988	0.192	0.867
ARHGAP45	-0.0392494	0.997167481	0.969	0.998
ARHGAP5	0.1175559	1.013460366	0.907	0.996
ARHGAP6	1.3692318	1.108353208	0.177	0.858
ARHGAP8	-0.3991268	0.976704189	0.691	0.973
ARHGAP9	-1.3335265	0.903808205	0.188	0.867
ARHGDIA	0.2021671	1.012419928	0.841	0.986
ARHGDIB	-0.8182424	0.900860903	0.417	0.926
ARHGDIG	-1.5053881	0.919200565	0.138	0.825
ARHGEF1	-0.2181271	0.978373369	0.828	0.985
ARHGEF10	-0.9297645	0.970697216	0.357	0.912
ARHGEF10L	0.7950543	1.035714126	0.43	0.929
ARHGEF11	0.9640859	1.057635458	0.34	0.908
ARHGEF12	0.8678182	1.051509016	0.39	0.919
ARHGEF15	-0.1139288	0.995586733	0.91	0.996
ARHGEF16	-1.6924318	0.929522531	0.0967	0.775
ARHGEF17	-1.0625879	0.936749625	0.293	0.896
ARHGEF19	-0.119147	0.994446236	0.906	0.996
ARHGEF25	-0.5852252	0.973163098	0.561	0.957
ARHGEF26	-0.3158733	0.9872714	0.753	0.98
ARHGEF28	-0.5356492	0.988102896	0.595	0.962
ARHGEF3	2.4115168	1.192926098	0.0195	0.488
ARHGEF33	-1.6735488	0.917785322	0.1	0.782
ARHGEF37	-0.8177233	0.965345383	0.417	0.926
ARHGEF39	-0.609059	0.982517664	0.545	0.952
ARHGEF4	-1.8655173	0.934833131	0.0679	0.718
ARHGEF40	-0.6529982	0.941580364	0.517	0.947
ARHGEF5	-0.0351682	0.99834021	0.972	0.998
ARHGEF6	0.9386685	1.064977832	0.352	0.912
ARHGEF7	-1.3412742	0.92092353	0.186	0.865
ARHGEF9	0.9449178	1.052905326	0.349	0.912
ARID1A	0.1146566	1.00560742	0.909	0.996
ARID1B	0.2831342	1.012159708	0.778	0.981
ARID2	-1.422133	0.926340073	0.161	0.847
ARID3A	0.558614	1.025387005	0.579	0.962
ARID4A	-2.5604839	0.84183939	0.0135	0.414
ARID4B	-0.7337248	0.956992776	0.466	0.941
ARID5A	-1.1149512	0.902272637	0.27	0.889
ARID5B	0.2477747	1.007623686	0.805	0.983
ARIH1	-1.3528842	0.875748447	0.182	0.863
ARL1	0.3178617	1.016411666	0.752	0.98
ARL10	1.1563862	1.047380768	0.253	0.885
ARL11	0.252022	1.010852619	0.802	0.982
ARL13B	0.3438929	1.040111303	0.732	0.978
ARL14	-0.8797471	0.980615173	0.383	0.918
ARL2	0.5593738	1.040618701	0.578	0.962
ARL3	-1.2567728	0.952680464	0.215	0.877
ARL4C	-1.371871	0.880372765	0.176	0.858
ARL4D	-1.005717	0.944294714	0.319	0.902
ARL5A	0.9953453	1.055499774	0.324	0.902
ARL5B	-0.5268988	0.955485146	0.601	0.963
ARL5B	0.5011549	1.062619594	0.618	0.964
ARL6	-0.0012327	0.999908391	0.999	1
ARL6IP1	0.6594549	1.038805847	0.513	0.947
ARL6IP4	-2.1371098	0.86796202	0.0374	0.615
ARL6IP5	1.1442915	1.059076087	0.258	0.888
ARL8A	-2.3303599	0.903153685	0.0238	0.525
ARL8B	-0.1480567	0.991623997	0.883	0.992
ARL9	0.0169117	1.00060089	0.987	0.999
ARMC1	-0.7525218	0.943949013	0.455	0.938
ARMC12	-1.3306943	0.948479666	0.189	0.867
ARMC2	-0.0611276	0.998071343	0.951	0.998
ARMC4	0.3976924	1.013408834	0.693	0.973
ARMC7	-1.6195872	0.941346652	0.111	0.799
ARMC9	-0.7429081	0.973640577	0.461	0.94
ARMC9	0.2644955	1.013403011	0.792	0.982
ARMCX1	-0.570041	0.963364202	0.571	0.961
ARMCX2	1.1778806	1.106833749	0.244	0.883
ARMCX3	0.9957708	1.121447303	0.324	0.902
ARMCX5	-1.3753297	0.921354884	0.175	0.858
ARMT1	1.2081604	1.183296609	0.233	0.883
ARNT	-0.4805219	0.980289204	0.633	0.965
ARNT2	-0.2730973	0.990568569	0.786	0.982
ARNTL	-1.6471244	0.882355397	0.106	0.79
ARPC1A	0.4308612	1.038535959	0.668	0.971
ARPC1B	0.8604941	1.083811177	0.394	0.92
ARPC2	-0.6314975	0.975056592	0.531	0.95
ARPC4	-0.4101513	0.978807906	0.683	0.972
ARPC5	1.9380609	1.213282932	0.0582	0.685
ARPC5L	-0.8814486	0.941042973	0.382	0.918
ARPIN	0.2937101	1.015125437	0.77	0.98
ARPP19	-0.6942698	0.956394912	0.491	0.944
ARPP21	1.0700868	1.018156638	0.29	0.894
ARR3	0.1496591	1.007125478	0.882	0.992
ARRB1	2.4804699	1.25168488	0.0165	0.45
ARRB2	-0.8904474	0.945379476	0.377	0.917
ARRDC1	0.6959282	1.038477084	0.49	0.944
ARRDC2	-0.9905175	0.912941644	0.327	0.903
ARRDC3	0.8939669	1.101930932	0.376	0.917
ARSA	1.6707707	1.115789755	0.101	0.783
ARSB	1.5985365	1.09481841	0.116	0.803
ARSE	-0.1327531	0.993995269	0.895	0.994
ARSF	-0.188028	0.989402822	0.852	0.988
ARSG	-0.6499407	0.969803106	0.519	0.948
ARSI	-1.0073767	0.941772036	0.319	0.901
ARSJ	-0.0256242	0.99906543	0.98	0.998
ARSK	-0.5300906	0.965092326	0.598	0.963
ART1	-1.1849476	0.954708951	0.242	0.883
ART3	-0.9546669	0.962629413	0.344	0.911
ART4	-0.2335056	0.990039732	0.816	0.984
ART5	0.9029067	1.04394674	0.371	0.916
ARTN	0.8539524	1.033110764	0.397	0.921
ARV1	1.371891	1.059694985	0.176	0.858
ASAH1	-0.1821222	0.989319844	0.856	0.989
ASAP3	-0.3704309	0.984652815	0.713	0.977
ASB1	-1.5968717	0.936025683	0.116	0.803
ASB10	-0.3091536	0.988400291	0.758	0.98
ASB11	-1.3226754	0.948777393	0.192	0.867
ASB12	0.8445312	1.065793212	0.402	0.923
ASB13	-0.1972212	0.987416542	0.844	0.987
ASB15	0.3313561	1.012573582	0.742	0.979
ASB16	-0.2626524	0.987757616	0.794	0.982
ASB17	1.5988261	1.039410314	0.116	0.803
ASB2	-2.0677216	0.919168728	0.0438	0.636
ASB6	-1.9062821	0.908890469	0.0623	0.699
ASB7	0.2780395	1.018669906	0.782	0.981
ASB8	-1.9622687	0.899870741	0.0552	0.673
ASB9	0.6894493	1.021192658	0.494	0.945
ASCC1	0.6972829	1.039173474	0.489	0.944
ASCC3	0.5896204	1.047105553	0.558	0.957
ASCL2	1.5734361	1.07530481	0.122	0.807
ASCL3	-1.2207038	0.945180408	0.228	0.881
ASCL5	-1.2191628	0.956606852	0.228	0.882
ASF1A	-0.994719	0.905735218	0.325	0.902
ASF1B	1.2509507	1.068006324	0.217	0.877
ASGR1	0.2554412	1.030693987	0.799	0.982
ASH1L	-1.0391518	0.945975615	0.304	0.898
ASH2L	2.7901777	1.20482702	0.00739	0.321
ASIC1	-0.2158974	0.993001464	0.83	0.985
ASIC2	-0.2364712	0.989342542	0.814	0.984
ASIC3	-0.5368585	0.977965048	0.594	0.962
ASIC4	-0.6005662	0.970154376	0.551	0.954
ASIC5	0.6441184	1.01804715	0.522	0.949
ASL	0.4926158	1.029593107	0.624	0.965
ASMT	-0.4337586	0.987553587	0.666	0.971
ASMTL	0.3978695	1.034180366	0.692	0.973
ASNA1	1.1659204	1.129942986	0.249	0.883
ASNSD1	-2.8168536	0.799631755	0.00688	0.31
ASPA	-0.0493444	0.998396893	0.961	0.998
ASPDH	-0.2141881	0.989574905	0.831	0.986
ASPG	-0.2317875	0.989303057	0.818	0.984
ASPH	-1.8406358	0.950123081	0.0715	0.729
ASPHD2	1.35444	1.121433739	0.182	0.863
ASPM	1.3134213	1.034960523	0.195	0.868
ASPN	-1.0185077	0.974339703	0.313	0.899
ASPSCR1	0.7182596	1.071171247	0.476	0.943
ASRGL1	0.9563472	1.092045373	0.343	0.911
ASTE1	-1.6291958	0.892899006	0.109	0.794
ASTN1	-0.8340883	0.973001821	0.408	0.923
ASXL1	-0.9061301	0.952194216	0.369	0.916
ASXL2	-0.5004106	0.984133583	0.619	0.964
ASXL3	-0.432325	0.983116771	0.667	0.971
ASZ1	-0.4188631	0.989041587	0.677	0.972
ATAD1	0.3034567	1.033401004	0.763	0.98
ATAD2	-0.6848487	0.947768259	0.497	0.945
ATAD2B	-0.3697817	0.971224628	0.713	0.977
ATAD3A	-0.0968108	0.995562559	0.923	0.997
ATAD5	-1.1665144	0.947830092	0.249	0.883
ATCAY	-0.8125643	0.958293588	0.42	0.927
ATE1	-0.6031339	0.974230098	0.549	0.953
ATF2	-0.4949804	0.977375875	0.623	0.965
ATF3	0.3248816	1.020267396	0.747	0.979
ATF5	1.8186686	1.111274295	0.0748	0.736
ATF6	1.7146054	1.107937562	0.0925	0.767
ATF6	0.829503	1.030737446	0.411	0.924
ATF6B	-0.5410551	0.980201378	0.591	0.962
ATF7	1.6223221	1.074118214	0.111	0.798
ATF7IP	0.5591623	1.048334113	0.578	0.962
ATF7IP2	0.0903763	1.006981508	0.928	0.997
ATG12	-0.2389222	0.987166458	0.812	0.984
ATG13	-0.2171139	0.991191204	0.829	0.985
ATG14	-2.2651483	0.817927627	0.0278	0.553
ATG16L1	-1.2391153	0.900243598	0.221	0.878
ATG2A	-1.3537707	0.862382155	0.182	0.863
ATG2B	0.028819	1.00141847	0.977	0.998
ATG3	0.8362566	1.054942795	0.407	0.923
ATG4A	2.1675657	1.139678838	0.0349	0.601
ATG4C	0.7842614	1.160263304	0.437	0.931
ATG4D	-2.1356176	0.90953865	0.0375	0.615
ATG5	-0.0836989	0.99558431	0.934	0.998
ATG7	1.3690502	1.100536672	0.177	0.858
ATG9A	-1.6473353	0.906282272	0.106	0.79
ATIC	0.9432452	1.071105086	0.35	0.912
ATL1	0.6635552	1.064991245	0.51	0.947
ATL3	1.1486566	1.044005491	0.256	0.886
ATM	1.7331169	1.058817827	0.0891	0.758
ATMIN	0.487639	1.030677162	0.628	0.965
ATN1	-0.6754325	0.975742058	0.502	0.946
ATOH1	0.1988712	1.010513853	0.843	0.987
ATOH7	-0.4638186	0.990975936	0.645	0.966
ATOH8	0.0702504	1.004329412	0.944	0.998
ATOX1	2.757701	1.220729212	0.00806	0.334
ATP10B	-0.6824536	0.974816746	0.498	0.945
ATP10D	1.9308193	1.375906896	0.0591	0.689
ATP11A	1.6306691	1.081887464	0.109	0.794
ATP11B	-0.5006149	0.975493159	0.619	0.964
ATP11C	2.2853073	1.116786719	0.0265	0.544
ATP12A	0.4038421	1.014527204	0.688	0.972
ATP13A1	3.6003311	1.377869725	0.000719	0.0698
ATP13A2	0.5799324	1.046159221	0.565	0.958
ATP13A3	-0.3099318	0.969896542	0.758	0.98
ATP1A1	0.3553622	1.020232617	0.724	0.978
ATP1A2	-0.6614852	0.983723567	0.511	0.947
ATP1A3	0.4118187	1.020987278	0.682	0.972
ATP1B1	0.5913627	1.049717673	0.557	0.956
ATP1B3	1.8387788	1.129069552	0.0718	0.73
ATP1B4	-0.7507889	0.975656803	0.456	0.938
ATP23	0.5363364	1.042685218	0.594	0.962
ATP2A2	0.246843	1.021864113	0.806	0.983
ATP2A3	-1.1291944	0.927530508	0.264	0.889
ATP2B1	-0.0779683	0.993191521	0.938	0.998
ATP2B2	-0.5153593	0.983970972	0.609	0.964
ATP2B3	-0.9704327	0.971127436	0.336	0.907
ATP2B4	0.5095799	1.036827328	0.613	0.964
ATP2C1	0.7993044	1.052410086	0.428	0.928
ATP2C2	-1.0002847	0.968397641	0.322	0.902
ATP4A	-0.9088875	0.945325738	0.368	0.915
ATP4B	0.5108134	1.014313561	0.612	0.964
ATP5F1B	-0.4633497	0.977265848	0.645	0.966
ATP5F1C	1.2680769	1.07140349	0.211	0.877
ATP5F1D	-0.324771	0.975428784	0.747	0.979
ATP5F1E	-0.3796427	0.979628777	0.706	0.975
ATP5MC3	-0.9257367	0.966918596	0.359	0.913
ATP5MD	0.0876424	1.005859443	0.931	0.998
ATP5ME	-0.8042936	0.921112509	0.425	0.928
ATP5MF	0.6135297	1.045032399	0.542	0.952
ATP5MG	-2.2631535	0.859643826	0.0279	0.554
ATP5MPL	-1.8045518	0.889239137	0.0771	0.739
ATP5PF	-1.0750154	0.935444392	0.287	0.894
ATP5PO	-1.6836957	0.879129121	0.0984	0.777
ATP5S	-0.2036556	0.991118312	0.839	0.986
ATP6AP1	0.4171406	1.048017451	0.678	0.972
ATP6V0A1	-0.4413175	0.983332206	0.661	0.969
ATP6V0A4	-0.9766075	0.95598426	0.333	0.907
ATP6V0D1	0.4741337	1.038521418	0.637	0.966
ATP6V0D2	-0.2601739	0.992427206	0.796	0.982
ATP6V0E1	1.6222601	1.104656811	0.111	0.798
ATP6V0E2	0.5162945	1.045831979	0.608	0.964
ATP6V1A	0.6426336	1.055268887	0.523	0.949
ATP6V1B1	-0.9943315	0.947636413	0.325	0.902
ATP6V1B2	-0.4818247	0.955496729	0.632	0.965
ATP6V1C1	1.8074857	1.099027922	0.0766	0.737
ATP6V1E1	0.3306897	1.019379659	0.742	0.979
ATP6V1F	0.3209817	1.020975113	0.75	0.98
ATP6V1G1	0.9940883	1.057728514	0.325	0.902
ATP6V1G2	-0.2449595	0.989222048	0.807	0.983
ATP6V1G3	-0.2374039	0.989308687	0.813	0.984
ATP6V1H	-0.4715336	0.982643131	0.639	0.966
ATP7A	0.0650402	1.007083517	0.948	0.998
ATP7B	-0.2358658	0.993995331	0.814	0.984
ATP8A1	-1.5150641	0.920692941	0.136	0.825
ATP8A2	-0.8237369	0.956871884	0.414	0.926
ATP8A2	-0.4503633	0.983520426	0.654	0.967
ATP8B1	-0.9751486	0.919824742	0.334	0.907
ATP8B2	0.4301986	1.031835916	0.669	0.971
ATP8B3	1.9726345	1.047156839	0.054	0.67
ATP8B4	1.6159968	1.171741566	0.112	0.8
ATP9B	-1.0526798	0.968301027	0.297	0.896
ATPAF1	1.459319	1.078119697	0.151	0.842
ATPAF2	-0.8799725	0.967454784	0.383	0.918
ATR	1.1334027	1.108897133	0.262	0.889
ATRAID	-0.4162083	0.973720668	0.679	0.972
ATRN	-0.7138357	0.952304813	0.479	0.943
ATRNL1	0.0812418	1.002445657	0.936	0.998
ATRX	-1.5946992	0.911657995	0.117	0.803
ATXN1	-0.6241143	0.903782596	0.535	0.951
ATXN10	0.8661012	1.044765491	0.39	0.919
ATXN2	0.3122084	1.030818125	0.756	0.98
ATXN2L	-0.6218434	0.971630862	0.537	0.951
ATXN3	2.411205	1.21416276	0.0195	0.488
ATXN3L	-2.4461304	0.939396328	0.0179	0.47
ATXN7	-0.642414	0.956847881	0.523	0.949
ATXN7L2	-0.3421399	0.984330518	0.734	0.979
AUH	-1.1157856	0.922638513	0.27	0.889
AUP1	-0.809169	0.943532763	0.422	0.928
AURKA	0.7463467	1.045597662	0.459	0.939
AURKAIP1	0.0226234	1.001748986	0.982	0.998
AURKB	0.3522151	1.010529424	0.726	0.978
AURKC	-0.2007192	0.989993337	0.842	0.987
AUTS2	-1.9668676	0.885105155	0.0546	0.672
AVEN	-0.4252051	0.987139656	0.672	0.972
AVIL	-2.6852426	0.923886992	0.00975	0.358
AVL9	0.1838551	1.007693992	0.855	0.988
AVP	-0.9315397	0.934412151	0.356	0.912
AVPI1	1.6139481	1.154868542	0.113	0.8
AVPR1A	-0.7778888	0.979376925	0.44	0.933
AVPR1B	0.8050893	1.038665822	0.425	0.928
AVPR2	-0.7190059	0.969409765	0.475	0.943
AWAT1	-0.5768703	0.979684303	0.567	0.959
AXIN1	0.0960611	1.005938161	0.924	0.997
AXIN2	-1.0227061	0.96297492	0.311	0.899
AXL	3.6404412	1.23807293	0.000636	0.0641
AZGP1	0.8626554	1.030482039	0.392	0.92
AZIN1	-0.8986684	0.94323829	0.373	0.916
AZIN2	-1.2644242	0.944511829	0.212	0.877
AZU1	-2.3297192	0.866983012	0.0238	0.525
B2M	1.3549398	1.03633427	0.181	0.863
B3GALNT1	-0.5874345	0.983802059	0.56	0.957
B3GALNT2	1.0060122	1.090411808	0.319	0.902
B3GALT2	0.0182724	1.000414831	0.985	0.999
B3GALT4	0.34572	1.020390279	0.731	0.978
B3GALT6	1.4348199	1.130240812	0.157	0.846
B3GAT1	-0.3101599	0.972425223	0.758	0.98
B3GAT3	-0.1628604	0.990834446	0.871	0.99
B3GLCT	-2.1223389	0.908152553	0.0387	0.621
B3GNT2	-0.9616819	0.909644262	0.341	0.909
B3GNT3	-1.1129386	0.935270974	0.271	0.889
B3GNT4	-0.7170665	0.95998015	0.477	0.943
B3GNT6	-0.2685372	0.989964448	0.789	0.982
B3GNT7	0.1658825	1.013252862	0.869	0.99
B3GNT8	-0.7588409	0.945086844	0.451	0.937
B4GALNT1	-0.7797953	0.964594594	0.439	0.932
B4GALNT2	0.2446479	1.011463157	0.808	0.983
B4GALNT3	-0.2874389	0.989991649	0.775	0.981
B4GALNT4	-0.2513165	0.987115982	0.803	0.982
B4GALT2	-0.4516102	0.968189531	0.653	0.967
B4GALT3	1.1377913	1.059763181	0.261	0.888
B4GALT4	0.3253231	1.019488442	0.746	0.979
B4GALT5	1.1779697	1.134523176	0.244	0.883
B4GALT6	-0.1851427	0.991837838	0.854	0.988
B4GALT7	1.2120237	1.052610448	0.231	0.882
B4GAT1	-0.6629149	0.956299635	0.51	0.947
B9D1	-0.6097091	0.979544785	0.545	0.952
B9D2	-1.0810399	0.940228059	0.285	0.893
BAALC	0.2210784	1.006942379	0.826	0.984
BAAT	-0.4241925	0.977069391	0.673	0.972
BABAM1	0.1560254	1.010958559	0.877	0.991
BABAM2	0.4043586	1.011379338	0.688	0.972
BACE1	0.7682119	1.025093908	0.446	0.936
BACE2	-1.0158549	0.929825051	0.314	0.899
BACH1	1.4311173	1.11668342	0.158	0.846
BACH2	-1.5421091	0.866298047	0.129	0.813
BAD	-0.5037055	0.966034662	0.617	0.964
BAG1	0.4433708	1.023358547	0.659	0.969
BAG3	-0.3071362	0.971657007	0.76	0.98
BAG4	0.1010579	1.007245856	0.92	0.997
